# Pathway	W10	W100	W105	W111	W113	W117	W12	W123	W128	W139	W149	W154	W157	W16	W164	W169	W173	W183	W189	W193	W196	W209	W21	W215	W226	W231	W234	W250	W26	W28	W32	W38	W4	W43	W48	W53	W64	W69	W74	W79	W85	W89	W91
PWY-5103: L-isoleucine biosynthesis III|g__Sulfuricella.s__Sulfuricella_denitrificans	0	0	0	0	0	0	0	0	0	4.9964044372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4766702634	2.2522620240	0	0	0	0	0	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Sulfurovum.s__Sulfurovum_sp_AR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.2592775504	7.8404881872	32.1708835808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Thiocapsa.s__Thiocapsa_marina	0	0	0	0	0	0	0	14.4674027927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.4539058788	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|unclassified	4685.4167135532	9979.9073608542	5270.3427348555	4621.1674909928	10554.8743249568	4194.2626748387	5088.9244045370	5431.4108936835	5572.5017189042	4030.5890284536	5693.5648695254	4229.6380901645	5084.4543426511	3939.7164905147	4746.4362753196	5628.1973243445	6458.2854064376	5656.3165438484	5782.2059919324	4209.3455462247	5389.5579107733	11385.9883011097	4406.4327701603	4274.8632550363	4841.2312117761	3830.3078990206	3613.0824849104	3304.8381286739	4937.2370035719	5049.0141134624	5411.6675560612	9189.7188578329	4348.7074293896	4110.2953862911	5665.6850167142	3548.8468471933	6511.3179649655	5095.9674037795	6500.5698564507	3471.7588193687	5242.3583006484	2988.7390790099	4299.0022567740
PWY-5104: L-isoleucine biosynthesis IV	3035.7446881180	4395.6485692378	1989.2009101629	2042.5598757558	5425.7227063483	2371.2180455549	3183.9589848622	3770.0490884471	2669.9769037682	3329.6504898221	3919.1646612802	2546.7029235715	4731.5092962587	2376.0017204286	3628.7142335822	3857.8913356711	5242.3844769602	5272.9613043743	4860.7600225335	3473.4489751397	4911.3796308603	6979.6050313081	2632.7958403790	3121.9960095533	4239.9312364342	2443.7246428426	2355.5774053689	1774.4536898074	2437.4149704366	1821.3301833501	3807.7919060908	7635.1564988785	4049.2738493020	2810.2049030774	3450.4378535544	2967.6799166845	2815.4577836948	3569.5725780431	3071.4745806721	1530.9126322705	2535.3339254802	1895.5350780457	1796.0836891105
PWY-5104: L-isoleucine biosynthesis IV|g__Albidiferax.s__Albidiferax_ferrireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.2057248936	15.0405907860	0	0	2.1607904152	0	0	0	0	0	0	0	0
PWY-5104: L-isoleucine biosynthesis IV|g__Bacillus.s__Bacillus_megaterium	0	0	0	0	0.8071893666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5104: L-isoleucine biosynthesis IV|g__Desulfomonile.s__Desulfomonile_tiedjei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5800356737	0	0	0	0	0	0	0	0
PWY-5104: L-isoleucine biosynthesis IV|g__Desulfotignum.s__Desulfotignum_phosphitoxidans	0	0	0	0	0	0	0	6.1058760734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5104: L-isoleucine biosynthesis IV|g__Janthinobacterium.s__Janthinobacterium_lividum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1189591440	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5104: L-isoleucine biosynthesis IV|g__Methanocorpusculum.s__Methanocorpusculum_labreanum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2982085061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5104: L-isoleucine biosynthesis IV|g__Methanosaeta.s__Methanosaeta_concilii	4.8188347599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5104: L-isoleucine biosynthesis IV|g__Methanosarcina.s__Methanosarcina_barkeri	0	8.4849352558	0	0	2.4786946312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5104: L-isoleucine biosynthesis IV|g__Nitrospira.s__Candidatus_Nitrospira_defluvii	1.0570079628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7546423696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5104: L-isoleucine biosynthesis IV|g__Peptostreptococcaceae_noname.s__Clostridium_sticklandii	1.0881129820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5104: L-isoleucine biosynthesis IV|g__Polaromonas.s__Polaromonas_naphthalenivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118.7763478859	11.9913824047	0	0	0	0	21.4242810419	0	0	0	0	0	0
PWY-5104: L-isoleucine biosynthesis IV|g__Psychrobacter.s__Psychrobacter_arcticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.6405038819	0	2.3510856072	0	0	0	0	0
PWY-5104: L-isoleucine biosynthesis IV|g__Psychrobacter.s__Psychrobacter_cryohalolentis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5524475842	0	1.3363468001	0	0	0	0	0
PWY-5104: L-isoleucine biosynthesis IV|g__Rhizobium.s__Rhizobium_leguminosarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0770348805	0	0
PWY-5104: L-isoleucine biosynthesis IV|g__Stenotrophomonas.s__Stenotrophomonas_maltophilia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6539264692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5104: L-isoleucine biosynthesis IV|unclassified	2991.1448317327	4374.5047145552	1982.0438466676	2042.5096225581	5398.8139963801	2363.5190571035	3166.2433711031	3751.6471400364	2663.0660656443	3316.7124708100	3916.5336475347	2544.2952651911	4720.7240029816	2363.0368857717	3598.8322307439	3789.0882536394	5190.7602019152	5258.4991486205	4817.4730715197	3470.3777816202	4891.0277270497	6969.9170969316	2628.0232413292	3108.0980693061	4222.4098057352	2443.5935789993	2345.8467962869	1769.3527433107	2437.1886052928	1816.6595338032	3727.5407488751	7537.9619220292	4038.1527464267	2803.8174703289	3429.6455124004	2949.8070705118	2807.2001795158	3556.4792906527	3064.4480342481	1526.9769261075	2524.3841964017	1890.3509026345	1787.9922959402
PWY-5109: 2-methylbutanoate biosynthesis	148.3991619228	99.3867145271	72.7380821839	96.7506928071	241.6654872188	64.1487051711	75.7145996452	87.3589582914	89.8343457470	66.3480275015	64.2445873972	73.9282969285	96.4014132248	100.4291322622	107.3313077490	135.3384129969	84.4482772009	90.7894901291	91.2477654642	58.4723565405	61.4030135257	260.4903738138	95.5752007337	139.7520956027	54.2306860598	74.3029848863	100.0547000983	27.7205913939	102.1765421267	50.7284265648	199.2131449993	187.3068821121	72.4702478570	115.5382490924	120.7483484592	48.2867650401	125.5018384686	179.3576005416	124.2188048074	55.7336142700	91.0430051117	96.2131238386	70.6493566886
PWY-5109: 2-methylbutanoate biosynthesis|unclassified	147.1043937845	99.3865920353	72.7361286952	96.7505436691	241.6467044624	64.1487051711	75.7108452042	87.3551169943	89.8327329619	66.3455601493	64.2440196976	73.9267193762	96.4000995504	100.4167558515	107.3268633603	132.1613659153	84.4398097248	90.7876660915	91.2477654642	58.4723565405	61.4030135257	260.4824970543	95.5729198446	139.7352866707	54.2290444355	74.3029848863	100.0462525795	27.7203594213	102.1762576892	50.7277797141	194.7411582137	184.6769217595	72.4702478570	115.5347755731	118.0684144128	48.2782154651	125.4953086156	179.3283289818	124.2146197257	55.7317695274	91.0364726758	96.2056561077	70.6416572123
PWY-5114: UDP-sugars interconversion	0	0	0	0.4918300279	0	0.5974186626	0	0.5500234451	0	0	0	1.2220985603	0	0.7267440891	0	1.0903247669	0	0	1.8415290724	0.8630103374	1.2437497908	2.8526462522	0.5521624691	0	0	0.8128990600	0	0	0.8831947914	0	0.6448438124	0.5911480718	0	0	0	0	0	0	0	0	0	0	0
PWY-5114: UDP-sugars interconversion|unclassified	0	0	0	0.4918300198	0	0.5974152633	0	0.5500048913	0	0	0	1.2220983831	0	0.7267424649	0	1.0902857859	0	0	1.8415282686	0.8630102981	1.2437493486	2.8526282262	0.5521624552	0	0	0.8128990551	0	0	0.8831947575	0	0.6448320687	0.5911480609	0	0	0	0	0	0	0	0	0	0	0
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	1130.8167963087	2172.3582275685	979.3170776063	845.3301881469	2072.4325892008	761.8361668127	982.0881730718	1351.2269975328	1011.7665428815	1064.8895348331	1005.1069117632	883.4793619088	1254.1226417773	979.7077962232	998.4126257949	1378.3265307875	1653.6031146724	1171.0560535857	1281.7499004313	886.8134493261	1134.0198726265	2506.4371535686	859.6047274797	884.8973586215	1064.6555962672	719.8857351637	802.0863465599	587.8362422716	882.0184062388	1190.5939912396	1494.2938731144	2377.4024670796	959.1275369645	888.0731002702	1282.1931163020	740.3310685699	1240.7482385679	1386.9478406847	1792.7445307033	637.3268947907	981.7026039818	628.2829816298	831.1097643380
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)|g__Achromobacter.s__Achromobacter_xylosoxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7279072815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)|unclassified	1091.0007149923	2162.7820651548	940.6896903829	845.3301881469	2062.4780151682	759.7238294598	953.6038944967	1347.6520636000	1008.5973155443	1038.8021562720	1004.3437991223	882.1728778923	1247.4114141801	938.4018701454	972.0577712950	1333.4612741972	1515.8576028977	1169.7285036764	1266.3820408029	886.3162033047	1132.3414156030	2450.1895304256	829.7616207984	809.8485304243	972.3970396904	719.6642513875	730.8744930735	586.0556931325	881.4880900912	1183.0521044671	1373.0933687250	2317.4928872183	957.1597561438	873.7635196778	1249.9376458077	737.2648560738	1237.9501149767	1376.2851039592	1754.5841842568	617.5369832547	925.6453965786	559.7736489003	754.9485504322
PWY-5129: sphingolipid biosynthesis (plants)	0	0	0	0	0	1.7766351858	0	2.7610409716	1.0103315958	0	0.9889416046	6.1352665898	0	0	1.1202899065	0.5680075068	0.9373570978	1.3275712354	0	0	0	0	0	0	1.0144961987	0	0	0.9722090970	1.1878112016	0	1.7607998737	1.1510093692	0	0	3.2428457356	0	0	1.0810470593	0	2.1143651918	0	1.2443962566	0
PWY-5129: sphingolipid biosynthesis (plants)|unclassified	0	0	0	0	0	1.7766351858	0	2.7610409716	1.0103315958	0	0.9886576850	6.1352665898	0	0	1.1202899065	0.5680044186	0.9373570978	1.3275712354	0	0	0	0	0	0	1.0144258851	0	0	0.9722090970	1.1878112016	0	1.7605283724	1.1510093692	0	0	3.2428457356	0	0	1.0810470593	0	2.1143651918	0	1.2439946125	0
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)	2900.0982234447	5628.7205562820	3209.4437265076	2561.2272450501	5513.3145873693	2516.2275549900	3195.6814063974	2746.3736577949	3326.1208453398	1669.4595046088	3276.7914330847	1969.8969709713	2417.8114361043	2195.6770182825	3514.9442473865	4215.9768994982	3504.6582396712	2887.0451515911	2884.8912083581	2452.0654388025	2794.4063503266	6518.8111312595	2845.8185395473	3471.6680612415	3117.6955044969	1883.5980508981	2573.5489019998	1919.9119377061	2978.4847861484	2934.3607158578	3952.8034529747	4390.2651432358	1925.4979962640	2847.7276309162	2979.0404275210	1570.8600149802	4223.6068948426	3086.8666561470	4422.1800129728	2380.0916558485	3675.7036444113	2298.8919730411	3038.2497944757
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)|g__Achromobacter.s__Achromobacter_xylosoxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.6722662228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)|g__Acinetobacter.s__Acinetobacter_tandoii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.0202781852	0	0	0	0	0	0	0	0	0	13.1618571109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)|g__Mycobacterium.s__Mycobacterium_vaccae	0	0	0	0	4.8126750663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0572431558	0	0	0	0	0	0
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)|g__Nitrospira.s__Candidatus_Nitrospira_defluvii	1.2933821944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)|unclassified	2862.1990513786	5627.4895751924	3132.1785045908	2560.7162977050	5397.1706270608	2516.2275549900	3154.3983057377	2733.9857094122	3305.0776196126	1645.4277950337	3247.4413930319	1968.9594211081	2401.5665472452	2164.4813647469	3420.3226626182	4088.2852180063	3373.8656698225	2833.6432934192	2884.8912083581	2451.6942686262	2794.4063503266	6463.9504578853	2803.6215197639	3386.7876018617	3022.6884737661	1883.5980508981	2518.2802792225	1892.2936012679	2977.2240770964	2931.8575332155	3739.8191084455	4325.9111797564	1925.4979962640	2808.9246843513	2965.9204946891	1498.7870571875	4156.5771651079	3026.6927177853	4361.7507772285	2355.0607237980	3611.1809069335	2242.9189601824	2953.2578069087
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation	1082.7921320580	1732.9323980411	1028.0976060583	790.6163501364	1435.0088818993	1155.6074244999	920.8585630391	1257.3002856255	1094.3180108554	583.1555051970	928.7441853236	939.9173394542	832.3316451709	759.5931021269	1350.8358318147	1551.2412131134	985.3358983640	1185.5975223991	1250.7337300026	1034.1568928974	1001.5399526382	2232.6803341422	922.6634019112	921.4009573739	929.2007872465	616.8317418398	832.5183816045	724.1475500452	857.1756594848	1013.1719862979	1208.3366421547	1596.4980958654	667.1182523652	820.5877457203	1008.6130197848	527.2622386035	1281.6655614481	1340.4682302005	1588.9986908212	758.7180101516	1080.2441462295	540.8437425607	959.2548568746
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|g__Acinetobacter.s__Acinetobacter_lwoffii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.4177984358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4052916416	0	0	0	0
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|g__Acinetobacter.s__Acinetobacter_tandoii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.9002496247	0	0	0	0	0	0	0	0	0	18.9338257392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|g__Intrasporangium.s__Intrasporangium_calvum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.4014893102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|g__Micromonospora.s__Micromonospora_lupini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3687638873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|g__Pseudomonas.s__Pseudomonas_putida	4.6456283787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4502920769	0	0	0	0	0	0	0	0	0	0	0	6.8806771892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|g__Psychrobacter.s__Psychrobacter_arcticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.6699278916	0	27.0173461717	0	0	0	0	0
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|g__Psychrobacter.s__Psychrobacter_cryohalolentis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.1077346704	0	12.4968385626	0	0	0	0	0
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|g__Sorangium.s__Sorangium_cellulosum	0	0.9498123827	0	0.4807692308	5.4370540926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6290423308	0	0
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|unclassified	1073.2547032550	1731.6737561135	1027.9277989635	789.3771390068	1425.4206106464	1155.6074244999	920.2660531377	1239.9958822810	1094.1123239323	582.7657417712	928.6780906240	939.3924673512	832.2413602358	759.2862699778	1206.6367706672	1535.0000537970	985.0097731016	1070.7776426385	1250.7337300026	1034.1568928974	1001.5399526382	2232.3884369046	922.5503480188	921.0011978586	928.9886934471	616.8317418398	832.1152352198	666.7068292159	857.1490383918	1013.0765783119	1203.0128958825	1592.9423889384	667.1182523652	820.5076140798	1008.4210277855	447.7933159279	1280.6662202693	1224.5775344930	1582.8169486557	758.5019322200	1074.7620071680	540.7291306459	958.6348768258
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	1779.0133840946	3584.7775921113	1541.3587143749	1477.0535415296	2700.4675697132	1458.6856642892	1778.6408669015	1873.3234945164	1812.5049667495	1101.7242576217	1694.6028056258	1573.2022523193	1669.6581918319	1428.0434034184	2288.1591210493	3121.2896090073	1933.8213770115	1981.4663708702	2533.8846643133	1570.6799201421	2012.2736840594	4304.8663434564	1486.1684731458	1500.2364441399	1571.5114885497	1272.0026889819	1698.1625550639	1110.4814695853	1615.1301781078	1953.6707700654	2129.1821385591	2621.1366008722	1268.8931389416	1451.0446660658	2123.2118914061	1059.5946191201	2046.5108588211	2238.0186746903	2613.1454881508	1176.3577681929	1627.7652595080	891.0243235653	1579.7462695992
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|g__Achromobacter.s__Achromobacter_xylosoxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2199982480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|g__Agrobacterium.s__Agrobacterium_tumefaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6926050776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|g__Bradyrhizobium.s__Bradyrhizobium_japonicum	0	0	0	0	0	0	2.0696251639	0	0	0	0	0	0	12.2660856703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8425974005	9.5358540554	0	12.6165253064
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|g__Delftia.s__Delftia_acidovorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9529309276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|g__Halomonas.s__Halomonas_boliviensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6031800768	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|g__Mesorhizobium.s__Mesorhizobium_loti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4449643824	0	0	0	0	0	0	0	0	0	0	3.3497153788	0	0	0	0	0	0	0	0	0	0	0	0	3.3839769814	3.0081159179	0	3.4059956201
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|g__Pseudomonas.s__Pseudomonas_putida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3234402765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|g__Pseudomonas.s__Pseudomonas_stutzeri	0	1.8947723703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9037607593	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|g__Psychrobacter.s__Psychrobacter_arcticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3133680517	0	3.6969413338	0	0	0	0	0
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|g__Psychrobacter.s__Psychrobacter_cryohalolentis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2484803264	0	0	0	0	0
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|g__Thiocapsa.s__Thiocapsa_marina	0	0	0	0	0	0	0	8.3967075399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.1967852466	0	0	0	0	0
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|unclassified	1755.8967147456	3520.1256139537	1525.8228554246	1477.0246503347	2679.7432330674	1457.5879763433	1752.6781043969	1854.5918256976	1769.6956739478	1098.3163686232	1687.8069857470	1564.6611882918	1663.7570610680	1402.2838089277	2253.2331940245	2935.2589546584	1918.0980373477	1978.9379805159	2502.7395835500	1557.2994548302	1987.7416996584	4290.6706088789	1479.6825182722	1493.1235700175	1568.2529590422	1271.9550431450	1681.4687234626	1100.2521426004	1608.3662360392	1921.3252466948	2090.8359364036	2607.6501720549	1262.2416624797	1440.5567461674	2100.9441250157	1011.5525008400	2009.1410359610	2156.7838118149	2581.1968180855	1158.4420007881	1555.8100136151	889.5038970374	1510.0160039358
PWY-5156: superpathway of fatty acid biosynthesis II (plant)	149.2496079013	603.4080989982	348.1854836819	366.0248437374	525.1706504120	153.3748891733	202.1707709721	215.1620387338	379.6351497271	161.0319449904	198.0128083487	201.3970897122	107.4386011663	154.9260001353	116.6327071067	141.2390377798	143.4547230722	132.6438855124	156.1011770865	110.9190211083	163.1101002568	539.6014296309	184.9113645673	166.5954802495	163.8721456092	119.8302161685	135.3143342831	96.6724887089	255.7277438005	106.7251337822	165.5445997090	212.9693795708	33.3034876538	181.5076967993	431.6395150463	83.8257310312	271.2679068975	110.5628920121	321.3345736569	214.8354647991	468.5167941485	136.4905973853	221.0014942181
PWY-5156: superpathway of fatty acid biosynthesis II (plant)|unclassified	149.2214788071	603.1253760743	344.3477442780	366.0185252061	524.9553938154	151.7627255123	202.0839916704	215.1075796134	377.9549788549	161.0049438391	198.0056621298	201.3814348489	107.4289396317	154.8436002530	116.6110994416	137.9338501607	141.1914250787	132.6293245384	156.0834513258	110.9162205961	163.0890159589	539.5762499059	184.8995110847	166.5843445096	163.8614149147	119.8299155079	135.2910594683	96.6534365776	255.6740518031	106.6290219641	165.4376710338	212.9502857190	33.3019075552	181.4864489538	428.5704210483	83.7741820644	271.2175286031	110.5343181638	321.1711753836	214.6795005071	467.5786033247	136.4804632948	220.7121318692
PWY-5173: superpathway of acetyl-CoA biosynthesis	3539.1937025883	8375.1568564298	3653.6656242701	3397.9912951547	7204.7108506309	3361.1619568660	3461.8531497901	3866.7617214307	3880.6653862445	2141.0224573625	4177.3332914049	3100.1468041325	2796.1210892086	2990.5015892821	3576.5821095867	5032.9964304041	4076.7490725785	3138.9451127020	3366.8939912814	2792.4169769321	2942.7903584603	7807.4490931373	3274.8833562344	2898.3904952400	3457.6794572117	2602.9002325297	2674.5095069705	2549.4901297644	3372.5126030282	3759.9667885280	4048.9813875440	5067.7376374416	2510.6166795291	2664.1797190272	3838.2231183591	2367.5616856344	4510.1368448216	3602.3492347423	5064.6667945586	2660.9061913297	3893.3814967366	2434.6279620607	3288.4858621726
PWY-5173: superpathway of acetyl-CoA biosynthesis|g__Acidovorax.s__Acidovorax_ebreus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5510790607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5173: superpathway of acetyl-CoA biosynthesis|g__Agrobacterium.s__Agrobacterium_tumefaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.6772006119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5173: superpathway of acetyl-CoA biosynthesis|g__Albidiferax.s__Albidiferax_ferrireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.8831507000	19.7267883451	0	0	4.5535555841	0	0	0	0	0	0	0	0
PWY-5173: superpathway of acetyl-CoA biosynthesis|g__Bacillus.s__Bacillus_megaterium	0	0	0	0	1.5674651407	0	2.1356232600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5173: superpathway of acetyl-CoA biosynthesis|g__Bradyrhizobium.s__Bradyrhizobium_diazoefficiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.7614294797
PWY-5173: superpathway of acetyl-CoA biosynthesis|g__Bradyrhizobium.s__Bradyrhizobium_japonicum	0	0	0	0	0	0	5.0623354452	0	0	0	0	0	0	21.2774267282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.2445043960	23.9103853903	0	29.0391448293
